component,singular_value,norm,variance_fraction,cumulative_variance_fraction,dominant_period_days,assigned_band,prefecture_code,variable
190,84.23015990551504,84.23015990551504,2.6161100308937733e-05,0.9979650666764541,4.001460920379839,high_frequency,JP-13,ah
191,83.71395996172102,83.71395996172102,2.5841429108938838e-05,0.997990908105563,4.001460920379839,high_frequency,JP-13,ah
192,83.48551314234281,83.48551314234281,2.570058432237099e-05,0.9980166086898854,3.5594541910331383,high_frequency,JP-13,ah
193,82.57508596772817,82.57508596772817,2.5143100115999244e-05,0.9980417517900014,4.001460920379839,high_frequency,JP-13,ah
194,81.84953959516251,81.84953959516251,2.4703201300713058e-05,0.9980664549913021,3.8878637331440737,high_frequency,JP-13,ah
195,81.13387877609394,81.13387877609394,2.4273099343189978e-05,0.9980907280906453,3.4024844720496894,high_frequency,JP-13,ah
196,80.94359044617366,80.94359044617366,2.4159374444946394e-05,0.9981148874650903,3.3525091799265603,high_frequency,JP-13,ah
197,80.20797264033581,80.20797264033581,2.3722247567216108e-05,0.9981386097126574,3.1125,high_frequency,JP-13,ah
198,79.6611737917061,79.6611737917061,2.339990845660221e-05,0.998162009621114,3.1125,high_frequency,JP-13,ah
199,79.63965788458545,79.63965788458545,2.3387269871424888e-05,0.9981853968909854,3.1125,high_frequency,JP-13,ah
200,79.15092098113013,79.15092098113013,2.3101102166487128e-05,0.9982084979931519,3.7597803706245707,high_frequency,JP-13,ah
201,78.94902752186287,78.94902752186287,2.2983402635163942e-05,0.9982314813957871,4.131221719457013,high_frequency,JP-13,ah
202,78.7064975482668,78.7064975482668,2.284241034320557e-05,0.9982543238061303,4.131221719457013,high_frequency,JP-13,ah
203,78.40168596233632,78.40168596233632,2.2665826471980097e-05,0.9982769896326024,3.2822049131216295,high_frequency,JP-13,ah
204,77.65244042507835,77.65244042507835,2.2234684625591987e-05,0.998299224317228,3.2822049131216295,high_frequency,JP-13,ah
205,77.45827131273904,77.45827131273904,2.2123628455678897e-05,0.9983213479456836,4.153146322971948,high_frequency,JP-13,ah
206,77.41189823503069,77.41189823503069,2.2097146231980923e-05,0.9983434450919156,4.153146322971948,high_frequency,JP-13,ah
207,77.26610445556302,77.26610445556302,2.2013991243892314e-05,0.9983654590831595,3.00989010989011,high_frequency,JP-13,ah
208,76.93891290076417,76.93891290076417,2.1827944811817216e-05,0.9983872870279714,3.00989010989011,high_frequency,JP-13,ah
209,76.92744029133758,76.92744029133758,2.1821435626666457e-05,0.9984091084635981,3.00989010989011,high_frequency,JP-13,ah
210,76.26689309396563,76.26689309396563,2.1448299489656042e-05,0.9984305567630878,3.7727272727272725,high_frequency,JP-13,ah
211,76.10648349917943,76.10648349917943,2.1358171395202214e-05,0.9984519149344829,3.502557544757033,high_frequency,JP-13,ah
212,74.44925908218812,74.44925908218812,2.0438146870376158e-05,0.9984723530813533,3.157348703170029,high_frequency,JP-13,ah
213,74.4359521393782,74.4359521393782,2.0430841359234194e-05,0.9984927839227126,3.157348703170029,high_frequency,JP-13,ah
214,74.16457231759813,74.16457231759813,2.02821387288497e-05,0.9985130660614414,4.063798219584569,high_frequency,JP-13,ah
215,73.91312766873938,73.91312766873938,2.0144844332043716e-05,0.9985332109057734,4.04280442804428,high_frequency,JP-13,ah
216,73.54125698717674,73.54125698717674,1.994264934384499e-05,0.9985531535551172,3.45179584120983,high_frequency,JP-13,ah
217,73.24362811380607,73.24362811380607,1.97815561643409e-05,0.9985729351112815,3.3422818791946307,high_frequency,JP-13,ah
218,73.06003524596915,73.06003524596915,1.968251134543525e-05,0.998592617622627,3.239503252513306,high_frequency,JP-13,ah
219,72.92224519810671,72.92224519810671,1.9608339557097012e-05,0.998612225962184,3.935344827586207,high_frequency,JP-13,ah
220,72.91492494109703,72.91492494109703,1.960440301125404e-05,0.9986318303651953,3.935344827586207,high_frequency,JP-13,ah
221,72.5300829633894,72.5300829633894,1.939800666110672e-05,0.9986512283718564,3.062045835662381,high_frequency,JP-13,ah
222,71.90677295264447,71.90677295264447,1.9066033568839027e-05,0.9986702944054252,2.79347271800102,high_frequency,JP-13,ah
223,71.40786753907811,71.40786753907811,1.8802382503402955e-05,0.9986890967879286,2.79347271800102,high_frequency,JP-13,ah
224,70.97632123049381,70.97632123049381,1.8575808579033357e-05,0.9987076725965076,3.4366373902132996,high_frequency,JP-13,ah
225,70.96425352894643,70.96425352894643,1.856949243716806e-05,0.9987262420889448,3.4366373902132996,high_frequency,JP-13,ah
226,70.92795692451317,70.92795692451317,1.855050154759406e-05,0.9987447925904924,3.239503252513306,high_frequency,JP-13,ah
227,70.89241320880849,70.89241320880849,1.8531913995584708e-05,0.998763324504488,3.239503252513306,high_frequency,JP-13,ah
