component,singular_value,norm,variance_fraction,cumulative_variance_fraction,dominant_period_days,assigned_band,prefecture_code,variable
146,5.506920942384803,5.506920942384803,0.002830254621155047,0.5197312040893577,8.546021840873633,subseasonal,JP-13,c2w_event
147,5.493228036141251,5.493228036141251,0.0028161973175033377,0.5225474014068611,3.1811846689895473,high_frequency,JP-13,c2w_event
148,5.480297132042684,5.480297132042684,0.0028029544242160766,0.5253503558310771,3.1811846689895473,high_frequency,JP-13,c2w_event
149,5.4755474819475225,5.4755474819475225,0.002798098014658129,0.5281484538457353,2.309443507588533,high_frequency,JP-13,c2w_event
150,5.4750169963679225,5.4750169963679225,0.0027975558665905395,0.5309460097123259,2.1592432006306663,high_frequency,JP-13,c2w_event
151,5.473878949182747,5.473878949182747,0.0027963929771634166,0.5337424026894892,2.9707158351409975,high_frequency,JP-13,c2w_event
152,5.473174868792969,5.473174868792969,0.0027956736485662097,0.5365380763380555,2.9707158351409975,high_frequency,JP-13,c2w_event
153,5.469577216397048,5.469577216397048,0.002791999526470339,0.5393300758645259,7.362903225806452,subseasonal,JP-13,c2w_event
154,5.4691698953522865,5.4691698953522865,0.002791583699881264,0.5421216595644072,7.362903225806452,subseasonal,JP-13,c2w_event
155,5.465330345930569,5.465330345930569,0.0027876654960475554,0.5449093250604548,2.7792998477929984,high_frequency,JP-13,c2w_event
156,5.4646589288773795,5.4646589288773795,0.0027869806074623674,0.5476963056679172,2.309443507588533,high_frequency,JP-13,c2w_event
157,5.457096731635552,5.457096731635552,0.0027792724907538427,0.550475578158671,4.557404326123128,high_frequency,JP-13,c2w_event
158,5.454861861254988,5.454861861254988,0.0027769965399322663,0.5532525746986032,4.557404326123128,high_frequency,JP-13,c2w_event
159,5.43702951310163,5.43702951310163,0.0027588698018047738,0.556011444500408,7.362903225806452,subseasonal,JP-13,c2w_event
160,5.4352457296440235,5.4352457296440235,0.002757059835894876,0.5587685043363029,2.135672514619883,high_frequency,JP-13,c2w_event
161,5.433787346586699,5.433787346586699,0.002755580487907206,0.5615240848242101,34.2375,seasonal_subannual,JP-13,c2w_event
162,5.425999095222284,5.425999095222284,0.002747686997793098,0.5642717718220033,35.57142857142857,seasonal_subannual,JP-13,c2w_event
163,5.4139762163341,5.4139762163341,0.002735523889036985,0.5670072957110402,27.948979591836732,subseasonal,JP-13,c2w_event
164,5.412856288588068,5.412856288588068,0.00273439227259985,0.5697416879836401,2.2460024600246,high_frequency,JP-13,c2w_event
165,5.39437301717247,5.39437301717247,0.002715749906523418,0.5724574378901636,2.070294784580499,high_frequency,JP-13,c2w_event
166,5.392507838370121,5.392507838370121,0.002713872215294745,0.5751713101054583,2.070294784580499,high_frequency,JP-13,c2w_event
167,5.390579098317437,5.390579098317437,0.002711931219338948,0.5778832413247973,2.0687311178247736,high_frequency,JP-13,c2w_event
168,5.386438165556532,5.386438165556532,0.002707766319306021,0.5805910076441033,9.364102564102563,subseasonal,JP-13,c2w_event
169,5.3829196684973315,5.3829196684973315,0.0027042299727013924,0.5832952376168047,9.364102564102563,subseasonal,JP-13,c2w_event
170,5.380125691171048,5.380125691171048,0.002701423467363392,0.585996661084168,9.364102564102563,subseasonal,JP-13,c2w_event
171,5.373515543016713,5.373515543016713,0.002694789481198525,0.5886914505653665,2.4068541300527238,high_frequency,JP-13,c2w_event
172,5.372275967205312,5.372275967205312,0.00269354634323955,0.5913849969086061,11.365145228215768,subseasonal,JP-13,c2w_event
173,5.370678775908567,5.370678775908567,0.002691944984973844,0.59407694189358,2.4068541300527238,high_frequency,JP-13,c2w_event
174,5.367257948297796,5.367257948297796,0.0026885168346771696,0.5967654587282571,20.440298507462686,subseasonal,JP-13,c2w_event
175,5.35694307344157,5.35694307344157,0.0026781931023885787,0.5994436518306457,4.051775147928994,high_frequency,JP-13,c2w_event
176,5.354047945882523,5.354047945882523,0.0026752990580316254,0.6021189508886774,4.051775147928994,high_frequency,JP-13,c2w_event
177,5.353078648094096,5.353078648094096,0.002674330472485386,0.6047932813611627,6.444705882352942,high_frequency,JP-13,c2w_event
178,5.352092287179858,5.352092287179858,0.002673345016377987,0.6074666263775407,6.444705882352942,high_frequency,JP-13,c2w_event
179,5.339275468794654,5.339275468794654,0.0026605564658583646,0.6101271828433991,4.051775147928994,high_frequency,JP-13,c2w_event
180,5.327179953512645,5.327179953512645,0.0026485157496133446,0.6127756985930124,4.622784810126582,high_frequency,JP-13,c2w_event
181,5.326758372769563,5.326758372769563,0.0026480965713365037,0.6154237951643489,6.347624565469293,high_frequency,JP-13,c2w_event
